Census Year,Measure,Category,Territorial Authority,Territorial Authority Code,Value,Value Unit,Value Label,Null Reason,Metadata 1,Metadata 2,Metadata 3
2001,Religious affiliation (total responses) for the census usually resident population count,No Religion,Far North,Far North District,12546,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2001,Religious affiliation (total responses) for the census usually resident population count,Buddhist,Far North,Far North District,327,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2001,Religious affiliation (total responses) for the census usually resident population count,Christian,Far North,Far North District,28347,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2001,Religious affiliation (total responses) for the census usually resident population count,Hindu,Far North,Far North District,159,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2001,Religious affiliation (total responses) for the census usually resident population count,Islam/Muslim,Far North,Far North District,66,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2001,Religious affiliation (total responses) for the census usually resident population count,Judaism/ Jewish,Far North,Far North District,72,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2001,Religious affiliation (total responses) for the census usually resident population count,Maori Christian,Far North,Far North District,3219,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2001,Religious affiliation (total responses) for the census usually resident population count,Spiritualism and New Age Religions,Far North,Far North District,198,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2001,Religious affiliation (total responses) for the census usually resident population count,Other Religions,Far North,Far North District,285,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2001,Religious affiliation (total responses) for the census usually resident population count,Object to Answering,Far North,Far North District,3627,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2001,Religious affiliation (total responses) for the census usually resident population count,Total people stated,Far North,Far North District,47127,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2001,Religious affiliation (total responses) for the census usually resident population count,Not Elsewhere Included,Far North,Far North District,7626,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. ,Consists of don't know religion unidentifiable response outside scope and not stated.
2001,Religious affiliation (total responses) for the census usually resident population count,Total people,Far North,Far North District,54576,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2006,Religious affiliation (total responses) for the census usually resident population count,No Religion,Far North,Far North District,14709,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2006,Religious affiliation (total responses) for the census usually resident population count,Buddhist,Far North,Far North District,270,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2006,Religious affiliation (total responses) for the census usually resident population count,Christian,Far North,Far North District,26730,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2006,Religious affiliation (total responses) for the census usually resident population count,Hindu,Far North,Far North District,201,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2006,Religious affiliation (total responses) for the census usually resident population count,Islam/Muslim,Far North,Far North District,81,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2006,Religious affiliation (total responses) for the census usually resident population count,Judaism/ Jewish,Far North,Far North District,57,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2006,Religious affiliation (total responses) for the census usually resident population count,Maori Christian,Far North,Far North District,3237,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2006,Religious affiliation (total responses) for the census usually resident population count,Spiritualism and New Age Religions,Far North,Far North District,252,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2006,Religious affiliation (total responses) for the census usually resident population count,Other Religions,Far North,Far North District,297,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2006,Religious affiliation (total responses) for the census usually resident population count,Object to Answering,Far North,Far North District,4140,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2006,Religious affiliation (total responses) for the census usually resident population count,Total people stated,Far North,Far North District,48654,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2006,Religious affiliation (total responses) for the census usually resident population count,Not Elsewhere Included,Far North,Far North District,7323,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. ,Consists of don't know religion unidentifiable response outside scope and not stated.
2006,Religious affiliation (total responses) for the census usually resident population count,Total people,Far North,Far North District,55845,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2013,Religious affiliation (total responses) for the census usually resident population count,No Religion,Far North,Far North District,18165,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2013,Religious affiliation (total responses) for the census usually resident population count,Buddhist,Far North,Far North District,318,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2013,Religious affiliation (total responses) for the census usually resident population count,Christian,Far North,Far North District,23451,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2013,Religious affiliation (total responses) for the census usually resident population count,Hindu,Far North,Far North District,234,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
2013,Religious affiliation (total responses) for the census usually resident population count,Islam/Muslim,Far North,Far North District,87,number,Number of people,,Includes all people who stated each religious affiliation whether as their only religious affiliation or as one of several. Where a person reported more than one religious affiliation they were counted in each applicable group. 
